profile,final_value,total_return_pct,sharpe,volatility_pct,max_drawdown_pct
conservative,1152151.1217132476,15.215112171324762,1.1799169742668432,12.795241309056967,12.336702645080605
balanced,1146020.2254443474,14.602022544434737,1.9353522382443056,7.2357282331008745,6.031457573382546
aggressive,1166525.4458014492,16.652544580144923,1.455789202436562,11.090179657217893,13.076265269254058
