day,portfolio_value,raw_reward,risk_adjusted_reward,volatility_metric,risk_penalty
156,1007979.3475037422,-0.6948396645790199,-2.1271409280180267,2.8646025268780133,1.4323012634390067
157,1009488.7400402833,0.1509392536541098,-1.2653070139193818,2.8324925351469834,1.4162462675734917
158,1008603.1020406687,-0.08856379996145843,-1.4919017276311146,2.8066758553393125,1.4033379276696563
159,1004182.2883200608,-0.44208137206078973,-1.8225995516652977,2.761036359209016,1.380518179604508
160,1006416.6214541016,0.22343331340408187,-1.1454912742409638,2.737849175290091,1.3689245876450455
161,998246.0187162744,-0.8170602737827227,-2.211029354659292,2.7879381617531385,1.3939690808765692
162,1002261.2854971925,0.40152667809181153,-0.9881107220024558,2.7792748001885346,1.3896374000942673
163,1009124.7931162759,0.6863507619083393,-0.6844474354102463,2.7415963946371713,1.3707981973185857
164,1015374.5340325929,0.624974091631698,-0.7394376642320429,2.728823511727482,1.364411755863741
165,1014965.5970192833,-0.04089370133095654,-1.3778909999818127,2.6739945973017125,1.3369972986508563
166,1006034.8446309243,-0.8930752388359048,-2.2251585392122806,2.6641666007527514,1.3320833003763757
167,1008160.947154133,0.21261025232087125,-1.1126317002930108,2.6504839052277642,1.3252419526138821
168,1007651.8300705338,-0.050911708359920885,-1.3754200400642154,2.649016663408589,1.3245083317042945
169,1002115.3708323251,-0.5536459238208714,-1.8739581519535626,2.6406244562653827,1.3203122281326913
170,1006509.2768045121,0.4393905972187058,-0.8856931649559323,2.650167524349276,1.325083762174638
171,1006085.1096124345,-0.04241671920776135,-1.342860526571938,2.6008876147283533,1.3004438073641766
172,1005779.2839585191,-0.030582565391540993,-1.3285152103411344,2.5958652898991867,1.2979326449495934
173,1009934.4290995676,0.41551451410484735,-0.9000148564287795,2.6310587410672537,1.3155293705336268
174,1011818.2653179781,0.1883836218410521,-1.1208664308601366,2.6185001054023775,1.3092500527011888
175,1021343.7356835138,0.9525470365535701,-0.35558583960495305,2.6162657523170463,1.3081328761585231
176,1020497.5076969758,-0.08462279865379678,-1.3976373653778618,2.62602913344813,1.313014566724065
177,1018245.9554016343,-0.22515522953415057,-1.5221208233816568,2.5939311876950124,1.2969655938475062
178,1012223.7847997666,-0.6022170601867721,-1.8932228577889498,2.582011595204355,1.2910057976021776
179,1011386.8950513001,-0.08368897484665504,-1.3976464069851793,2.6279148642770487,1.3139574321385243
180,1007956.0702548027,-0.34308247964973565,-1.6754040019813934,2.6646430446633156,1.3323215223316578
181,1007022.5231213111,-0.09335471334916075,-1.409565098386343,2.6324207700743645,1.3162103850371822
182,1010306.8182551041,0.3284295133793028,-0.9629611539825743,2.5827813347237543,1.2913906673618771
183,1000715.5050238342,-0.9591313231269946,-2.24532027592169,2.572377905589391,1.2861889527946955
184,999306.9928891639,-0.140851213467028,-1.4275116237290093,2.573320820523963,1.2866604102619814
185,1004152.921024349,0.48459281351851535,-0.8056009279956153,2.5803874830282614,1.2901937415141307
186,1000096.8808397825,-0.40560401845665184,-1.7135537100348461,2.6158993831563886,1.3079496915781943
187,1001149.0406213454,0.10521597815628629,-1.217984471033333,2.6464008983792384,1.3232004491896192
188,988320.8480489921,-1.2828192572353292,-2.6242096603530634,2.682780806235468,1.341390403117734
189,990763.5317809944,0.2442683732002275,-1.0913361740898189,2.671209094580093,1.3356045472900464
190,995173.4762651939,0.4409944484199514,-0.8922057286538271,2.666400354147557,1.3332001770737785
191,1003321.7750326347,0.8148298767440836,-0.5644089843083482,2.7584777221048635,1.3792388610524318
192,1004788.1541996078,0.14663791669730564,-1.2331867447707414,2.759649322936094,1.379824661468047
193,1008288.7506384582,0.3500596438850393,-1.0084939569114986,2.7171072015930755,1.3585536007965378
194,1008789.5218587875,0.05007712203293341,-1.3027154568395198,2.7055851577449066,1.3527925788724533
195,1005006.146648014,-0.3783375210773549,-1.7323819104736964,2.708088778792683,1.3540443893963414
196,1008083.6018768386,0.30774552288246343,-1.077189203196202,2.769869452157331,1.3849347260786655
197,1012997.3798546523,0.4913777977813734,-0.8945332057495738,2.7718220070618944,1.3859110035309472
198,1008670.7906451644,-0.4326589209487895,-1.8234393919661955,2.781560942034812,1.390780471017406
199,1000894.2422717895,-0.7776548373374972,-2.1893353105093953,2.8233609463437963,1.4116804731718982
200,993671.7900168304,-0.7222452254959033,-2.1490519829709323,2.8536135149500583,1.4268067574750292
201,985905.586497139,-0.776620351969148,-2.197803253494323,2.8423658030503494,1.4211829015251747
202,981497.8805764504,-0.44077059206885755,-1.866663835942518,2.851786487747321,1.4258932438736605
