experiment,final_value,total_return_pct,sharpe,volatility_pct,max_drawdown_pct
full,1120263.651568353,12.026365156835295,1.235206993320937,9.646175253809075,6.482132416972042
no_risk,1150746.3084583248,15.074630845832477,1.9839478362258276,7.268909811275886,5.691738110599177
risk_only,1173554.8046878008,17.355480468780083,1.9536663901600408,8.44180016648025,6.277632053639016
no_momentum,1145199.0787561957,14.519907875619573,1.3554899604683581,10.490441799712737,4.171176739119032
